UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
331100e,3311,e,Iron and Steel Mills and Ferroalloy Manufacturing,197,1088,56313,474529
331100f,3311,f,Iron and Steel Mills and Ferroalloy Manufacturing,62,2698,144282,1053056
331100g,3311,g,Iron and Steel Mills and Ferroalloy Manufacturing,45,6770,443345,5396558
331100h,3311,h,Iron and Steel Mills and Ferroalloy Manufacturing,304,10556,643940,6924143
331100i,3311,i,Iron and Steel Mills and Ferroalloy Manufacturing,65,82996,7023151,84887651
331110a,33111,a,Iron and Steel Mills and Ferroalloy Manufacturing,369,93552,7667091,91811794
331110b,33111,b,Iron and Steel Mills and Ferroalloy Manufacturing,107,184,11739,100149
331110c,33111,c,Iron and Steel Mills and Ferroalloy Manufacturing,51,360,17151,173471
331110d,33111,d,Iron and Steel Mills and Ferroalloy Manufacturing,39,544,27423,200909
331110e,33111,e,Iron and Steel Mills and Ferroalloy Manufacturing,197,1088,56313,474529
331110f,33111,f,Iron and Steel Mills and Ferroalloy Manufacturing,62,2698,144282,1053056
331110g,33111,g,Iron and Steel Mills and Ferroalloy Manufacturing,45,6770,443345,5396558
331110h,33111,h,Iron and Steel Mills and Ferroalloy Manufacturing,304,10556,643940,6924143
331110i,33111,i,Iron and Steel Mills and Ferroalloy Manufacturing,65,82996,7023151,84887651
331200a,3312,a,Steel Product Manufacturing from Purchased Steel,546,46206,2612231,21606281
331200b,3312,b,Steel Product Manufacturing from Purchased Steel,137,218,11664,93426
331200c,3312,c,Steel Product Manufacturing from Purchased Steel,55,373,17084,94143
331200d,3312,d,Steel Product Manufacturing from Purchased Steel,56,761,34659,247854
331200e,3312,e,Steel Product Manufacturing from Purchased Steel,248,1352,63407,435423
331200f,3312,f,Steel Product Manufacturing from Purchased Steel,127,6007,313026,2656140
331200g,3312,g,Steel Product Manufacturing from Purchased Steel,83,11785,654218,5427837
331200h,3312,h,Steel Product Manufacturing from Purchased Steel,458,19144,1030651,8519400
331200i,3312,i,Steel Product Manufacturing from Purchased Steel,88,27062,1581580,13086881
331210a,33121,a,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,180,23495,1413320,10510000
331210b,33121,b,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,28,40,1673,11891
331210c,33121,c,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,10,68,3052,13918
331210d,33121,d,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,12,160,7147,41628
331210e,33121,e,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,50,268,11872,67437
331210f,33121,f,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,48,2349,134115,1200607
331210g,33121,g,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,36,5825,343425,2541501
331210h,33121,h,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,134,8442,489412,3809545
331210i,33121,i,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,46,15053,923908,6700455
331220a,33122,a,Rolling and Drawing of Purchased Steel,375,22711,1198911,11096281
331220b,33122,b,Rolling and Drawing of Purchased Steel,109,178,9991,81535
331220c,33122,c,Rolling and Drawing of Purchased Steel,45,305,14032,80225
331220d,33122,d,Rolling and Drawing of Purchased Steel,44,601,27512,206226
331220e,33122,e,Rolling and Drawing of Purchased Steel,198,1084,51535,367986
331220f,33122,f,Rolling and Drawing of Purchased Steel,79,3658,178911,1455533
331220g,33122,g,Rolling and Drawing of Purchased Steel,48,5960,310793,2886336
331220h,33122,h,Rolling and Drawing of Purchased Steel,325,10702,541239,4709855
331220i,33122,i,Rolling and Drawing of Purchased Steel,50,12009,657672,6386426
331221a,331221,a,Rolled Steel Shape Manufacturing,170,8126,470635,5801103
331221b,331221,b,Rolled Steel Shape Manufacturing,40,64,3913,38275
331221c,331221,c,Rolled Steel Shape Manufacturing,23,146,5920,31450
331221d,331221,d,Rolled Steel Shape Manufacturing,22,308,15492,142582
331221e,331221,e,Rolled Steel Shape Manufacturing,85,518,25325,212307
331221f,331221,f,Rolled Steel Shape Manufacturing,40,1804,95057,832798
331221g,331221,g,Rolled Steel Shape Manufacturing,20,1761,100454,1347914
331221h,331221,h,Rolled Steel Shape Manufacturing,145,4083,220836,2393019
331221i,331221,i,Rolled Steel Shape Manufacturing,25,4043,249799,3408084
331222a,331222,a,Steel Wire Drawing,210,14585,728276,5295178
331222b,331222,b,Steel Wire Drawing,69,114,6078,43260
331222c,331222,c,Steel Wire Drawing,22,159,8112,48775
331222d,331222,d,Steel Wire Drawing,22,293,12020,63644
331222e,331222,e,Steel Wire Drawing,113,566,26210,155679
331222f,331222,f,Steel Wire Drawing,40,1854,83854,622735
331222g,331222,g,Steel Wire Drawing,29,4199,210339,1538422
331222h,331222,h,Steel Wire Drawing,182,6619,320403,2316836
331222i,331222,i,Steel Wire Drawing,28,7966,407873,2978342
331300a,3313,a,Alumina and Aluminum Production and Processing,361,57762,3506509,35372959
331300b,3313,b,Alumina and Aluminum Production and Processing,84,154,9175,55351
331300c,3313,c,Alumina and Aluminum Production and Processing,45,297,19503,85852
331300d,3313,d,Alumina and Aluminum Production and Processing,31,439,18342,165789
331300e,3313,e,Alumina and Aluminum Production and Processing,160,890,47020,306992
331300f,3313,f,Alumina and Aluminum Production and Processing,73,3679,201326,1981225
331300g,3313,g,Alumina and Aluminum Production and Processing,65,11718,628712,5830738
331300h,3313,h,Alumina and Aluminum Production and Processing,298,16287,877058,8118955
331300i,3313,i,Alumina and Aluminum Production and Processing,63,41475,2629451,27254004
331310a,33131,a,Alumina and Aluminum Production and Processing,361,57762,3506509,35372959
331310b,33131,b,Alumina and Aluminum Production and Processing,84,154,9175,55351
331310c,33131,c,Alumina and Aluminum Production and Processing,45,297,19503,85852
331310d,33131,d,Alumina and Aluminum Production and Processing,31,439,18342,165789
331310e,33131,e,Alumina and Aluminum Production and Processing,160,890,47020,306992
331310f,33131,f,Alumina and Aluminum Production and Processing,73,3679,201326,1981225
331310g,33131,g,Alumina and Aluminum Production and Processing,65,11718,628712,5830738
331310h,33131,h,Alumina and Aluminum Production and Processing,298,16287,877058,8118955
331310i,33131,i,Alumina and Aluminum Production and Processing,63,41475,2629451,27254004
331313a,331313,a,Alumina Refining and Primary Aluminum Production,31,4224,308992,3174082
331313b,331313,b,Alumina Refining and Primary Aluminum Production,10,14,874,1928
331313e,331313,e,Alumina Refining and Primary Aluminum Production,12,24,1282,7512
331313f,331313,f,Alumina Refining and Primary Aluminum Production,5,209,11777,231536
331313g,331313,g,Alumina Refining and Primary Aluminum Production,4,757,63179,609631
331313h,331313,h,Alumina Refining and Primary Aluminum Production,21,990,76238,848679
331313i,331313,i,Alumina Refining and Primary Aluminum Production,10,3234,232754,2325403
331314a,331314,a,Secondary Smelting and Alloying of Aluminum,65,5338,317561,5741733
331314b,331314,b,Secondary Smelting and Alloying of Aluminum,13,30,1802,10627
331314c,331314,c,Secondary Smelting and Alloying of Aluminum,4,21,832,5107
331314e,331314,e,Secondary Smelting and Alloying of Aluminum,19,77,4436,74381
331314f,331314,f,Secondary Smelting and Alloying of Aluminum,20,1059,64338,827203
331314g,331314,g,Secondary Smelting and Alloying of Aluminum,14,1850,107763,1488752
331314h,331314,h,Secondary Smelting and Alloying of Aluminum,53,2986,176537,2390336
331314i,331314,i,Secondary Smelting and Alloying of Aluminum,12,2352,141024,3351397
331315a,331315,a,"Aluminum Sheet, Plate, and Foil Manufacturing",62,18759,1443180,15056264
331315b,331315,b,"Aluminum Sheet, Plate, and Foil Manufacturing",13,15,1980,5277
331315c,331315,c,"Aluminum Sheet, Plate, and Foil Manufacturing",9,59,8560,26798
331315d,331315,d,"Aluminum Sheet, Plate, and Foil Manufacturing",9,143,4864,35220
331315e,331315,e,"Aluminum Sheet, Plate, and Foil Manufacturing",31,217,15404,67295
331315f,331315,f,"Aluminum Sheet, Plate, and Foil Manufacturing",5,157,9433,82779
331315g,331315,g,"Aluminum Sheet, Plate, and Foil Manufacturing",13,2560,158624,1722432
331315h,331315,h,"Aluminum Sheet, Plate, and Foil Manufacturing",49,2934,183461,1872506
331315i,331315,i,"Aluminum Sheet, Plate, and Foil Manufacturing",13,15825,1259719,13183758
331318a,331318,a,"Other Aluminum Rolling, Drawing, and Extruding",212,29441,1436776,11400880
331318b,331318,b,"Other Aluminum Rolling, Drawing, and Extruding",48,95,4519,37519
331318c,331318,c,"Other Aluminum Rolling, Drawing, and Extruding",30,207,9703,48363
331318d,331318,d,"Other Aluminum Rolling, Drawing, and Extruding",20,270,11676,71922
331318e,331318,e,"Other Aluminum Rolling, Drawing, and Extruding",98,572,25898,157804
331318f,331318,f,"Other Aluminum Rolling, Drawing, and Extruding",43,2254,115778,839707
331318g,331318,g,"Other Aluminum Rolling, Drawing, and Extruding",35,6551,299146,2009923
331318h,331318,h,"Other Aluminum Rolling, Drawing, and Extruding",176,9377,440822,3007434
331318i,331318,i,"Other Aluminum Rolling, Drawing, and Extruding",36,20064,995954,8393446
331400a,3314,a,Nonferrous Metal (except Aluminum) Production and Processing,679,57076,3538372,46196753
331400b,3314,b,Nonferrous Metal (except Aluminum) Production and Processing,200,436,19806,219281
331400c,3314,c,Nonferrous Metal (except Aluminum) Production and Processing,84,588,29800,287481
331400d,3314,d,Nonferrous Metal (except Aluminum) Production and Processing,94,1256,69660,809660
331400e,3314,e,Nonferrous Metal (except Aluminum) Production and Processing,378,2280,119266,1316422
331400f,3314,f,Nonferrous Metal (except Aluminum) Production and Processing,148,6409,370319,5214695
331400g,3314,g,Nonferrous Metal (except Aluminum) Production and Processing,75,13007,708960,8157741
331400h,3314,h,Nonferrous Metal (except Aluminum) Production and Processing,601,21696,1198545,14688858
331400i,3314,i,Nonferrous Metal (except Aluminum) Production and Processing,78,35380,2339827,31507895
331410a,33141,a,Nonferrous Metal (except Aluminum) Smelting and Refining,129,7908,546622,9995573
331410b,33141,b,Nonferrous Metal (except Aluminum) Smelting and Refining,41,88,3472,34527
331410c,33141,c,Nonferrous Metal (except Aluminum) Smelting and Refining,18,118,6140,62107
331410d,33141,d,Nonferrous Metal (except Aluminum) Smelting and Refining,17,228,13714,283271
331410e,33141,e,Nonferrous Metal (except Aluminum) Smelting and Refining,76,434,23326,379905
331410f,33141,f,Nonferrous Metal (except Aluminum) Smelting and Refining,24,942,54539,1519246
331410g,33141,g,Nonferrous Metal (except Aluminum) Smelting and Refining,8,1181,68243,696579
331410h,33141,h,Nonferrous Metal (except Aluminum) Smelting and Refining,108,2557,146108,2595730
331410i,33141,i,Nonferrous Metal (except Aluminum) Smelting and Refining,21,5351,400514,7399843
331420a,33142,a,"Copper Rolling, Drawing, Extruding, and Alloying",164,24375,1426112,22257298
331420b,33142,b,"Copper Rolling, Drawing, Extruding, and Alloying",30,58,2343,37942
331420c,33142,c,"Copper Rolling, Drawing, Extruding, and Alloying",11,83,3822,33389
331420d,33142,d,"Copper Rolling, Drawing, Extruding, and Alloying",22,306,15694,184790
331420e,33142,e,"Copper Rolling, Drawing, Extruding, and Alloying",63,447,21859,256121
331420f,33142,f,"Copper Rolling, Drawing, Extruding, and Alloying",41,2115,120525,1412069
331420g,33142,g,"Copper Rolling, Drawing, Extruding, and Alloying",31,6386,334146,4822192
331420h,33142,h,"Copper Rolling, Drawing, Extruding, and Alloying",135,8948,476530,6490382
331420i,33142,i,"Copper Rolling, Drawing, Extruding, and Alloying",29,15427,949582,15766916
331490a,33149,a,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",404,24793,1565638,13943882
331490b,33149,b,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",129,290,13991,146812
331490c,33149,c,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",55,387,19838,191985
331490d,33149,d,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",55,722,40252,341599
331490e,33149,e,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",239,1399,74081,680396
331490f,33149,f,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",86,3352,195255,2283380
331490g,33149,g,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",37,5440,306571,2638970
331490h,33149,h,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",362,10191,575907,5602746
331490i,33149,i,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",42,14602,989731,8341136
331491a,331491,a,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",227,15488,1007660,6689744
331491b,331491,b,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",76,172,7843,77475
331491c,331491,c,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",33,231,12222,72337
331491d,331491,d,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",32,407,19584,132850
331491e,331491,e,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",141,810,39649,282662
331491f,331491,f,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",41,1573,86719,659355
331491g,331491,g,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",19,2403,135092,806368
331491h,331491,h,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",201,4786,261460,1748385
331491i,331491,i,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",26,10702,746200,4941359
331492a,331492,a,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",183,9305,557978,7254138
331492b,331492,b,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",53,118,6148,69337
331492c,331492,c,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",22,156,7616,119648
331492d,331492,d,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",23,315,20668,208749
331492e,331492,e,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",98,589,34432,397734
331492f,331492,f,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",45,1779,108536,1624025
331492g,331492,g,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",19,3037,171479,1832602
331492h,331492,h,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",162,5405,314447,3854361
331492i,331492,i,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",21,3900,243531,3399777
331500a,3315,a,Foundries,1510,115938,6171832,29817479
331500b,3315,b,Foundries,360,653,52966,241630
331500c,3315,c,Foundries,213,1445,60731,264147
331500d,3315,d,Foundries,245,3448,148455,556647
331500e,3315,e,Foundries,818,5546,262152,1062424
331500f,3315,f,Foundries,417,18416,831977,3164679
331500g,3315,g,Foundries,179,30014,1412523,6089362
331500h,3315,h,Foundries,1414,53976,2506652,10316465
331500i,3315,i,Foundries,96,61962,3665180,19501014
331510a,33151,a,Ferrous Metal Foundries,571,57305,3307966,16635116
331510b,33151,b,Ferrous Metal Foundries,106,164,22161,101065
331510c,33151,c,Ferrous Metal Foundries,55,371,17806,75456
331510d,33151,d,Ferrous Metal Foundries,91,1265,59981,246888
331510e,33151,e,Ferrous Metal Foundries,252,1800,99948,423409
331510f,33151,f,Ferrous Metal Foundries,178,8129,377905,1353673
331510g,33151,g,Ferrous Metal Foundries,89,14992,734951,3143477
331510h,33151,h,Ferrous Metal Foundries,519,24921,1212804,4920559
331510i,33151,i,Ferrous Metal Foundries,52,32384,2095162,11714557
331511a,331511,a,Iron Foundries,298,32738,1903507,9477602
331511b,331511,b,Iron Foundries,61,96,8197,50875
331511c,331511,c,Iron Foundries,30,201,9877,45713
331511d,331511,d,Iron Foundries,47,635,30250,119716
331511e,331511,e,Iron Foundries,138,932,48324,216304
331511f,331511,f,Iron Foundries,84,3710,177883,638631
331511g,331511,g,Iron Foundries,46,8596,419377,1855305
331511h,331511,h,Iron Foundries,268,13238,645584,2710240
331511i,331511,i,Iron Foundries,30,19500,1257923,6767362
331512a,331512,a,Steel Investment Foundries,95,12986,734152,3618865
331512b,331512,b,Steel Investment Foundries,5,0,0,0
331512c,331512,c,Steel Investment Foundries,4,30,1075,3556
331512d,331512,d,Steel Investment Foundries,17,254,9781,42385
331512e,331512,e,Steel Investment Foundries,26,292,15633,52501
331512f,331512,f,Steel Investment Foundries,35,1761,73434,260700
331512g,331512,g,Steel Investment Foundries,22,3234,146272,437868
331512h,331512,h,Steel Investment Foundries,83,5287,235339,751069
331512i,331512,i,Steel Investment Foundries,12,7699,498813,2867796
331513a,331513,a,Steel Foundries (except Investment),189,11581,670307,3538649
331513b,331513,b,Steel Foundries (except Investment),40,60,9187,43630
331513c,331513,c,Steel Foundries (except Investment),21,140,6854,26187
331513d,331513,d,Steel Foundries (except Investment),28,376,19950,84787
331513e,331513,e,Steel Foundries (except Investment),89,576,35991,154604
331513f,331513,f,Steel Foundries (except Investment),60,2658,126588,454342
331513g,331513,g,Steel Foundries (except Investment),23,3162,169302,850304
331513h,331513,h,Steel Foundries (except Investment),172,6396,331881,1459250
331513i,331513,i,Steel Foundries (except Investment),17,5185,338426,2079399
331520a,33152,a,Nonferrous Metal Foundries,956,58633,2863866,13182363
331520b,33152,b,Nonferrous Metal Foundries,254,489,30805,140565
331520c,33152,c,Nonferrous Metal Foundries,158,1074,42925,188691
331520d,33152,d,Nonferrous Metal Foundries,154,2183,88474,309759
331520e,33152,e,Nonferrous Metal Foundries,566,3746,162204,639015
331520f,33152,f,Nonferrous Metal Foundries,240,10287,454072,1811006
331520g,33152,g,Nonferrous Metal Foundries,95,15022,677572,2945885
331520h,33152,h,Nonferrous Metal Foundries,901,29055,1293848,5395906
331520i,33152,i,Nonferrous Metal Foundries,55,29578,1570018,7786457
331523a,331523,a,Nonferrous Metal Die-Casting Foundries,351,33674,1634710,7583354
331523b,331523,b,Nonferrous Metal Die-Casting Foundries,86,167,16703,81189
331523c,331523,c,Nonferrous Metal Die-Casting Foundries,46,339,14624,71333
331523d,331523,d,Nonferrous Metal Die-Casting Foundries,48,695,27433,100171
331523e,331523,e,Nonferrous Metal Die-Casting Foundries,180,1201,58760,252693
331523f,331523,f,Nonferrous Metal Die-Casting Foundries,94,4354,180625,703338
331523g,331523,g,Nonferrous Metal Die-Casting Foundries,41,7461,312456,1470622
331523h,331523,h,Nonferrous Metal Die-Casting Foundries,315,13016,551841,2426653
331523i,331523,i,Nonferrous Metal Die-Casting Foundries,36,20658,1082869,5156701
331524a,331524,a,Aluminum Foundries (except Die-Casting),371,14593,700565,2971327
331524b,331524,b,Aluminum Foundries (except Die-Casting),108,211,9933,42631
331524c,331524,c,Aluminum Foundries (except Die-Casting),62,403,15488,54249
331524d,331524,d,Aluminum Foundries (except Die-Casting),57,790,32324,112383
331524e,331524,e,Aluminum Foundries (except Die-Casting),227,1404,57745,209263
331524f,331524,f,Aluminum Foundries (except Die-Casting),92,3635,165452,585286
331524g,331524,g,Aluminum Foundries (except Die-Casting),40,5640,264773,956483
331524h,331524,h,Aluminum Foundries (except Die-Casting),359,10679,487970,1751032
331524i,331524,i,Aluminum Foundries (except Die-Casting),12,3914,212595,1220295
331529a,331529,a,Other Nonferrous Metal Foundries (except Die-Casting),252,10366,528591,2627682
331529b,331529,b,Other Nonferrous Metal Foundries (except Die-Casting),60,111,4169,16745
331529c,331529,c,Other Nonferrous Metal Foundries (except Die-Casting),50,332,12813,63109
331529d,331529,d,Other Nonferrous Metal Foundries (except Die-Casting),49,698,28717,97205
331529e,331529,e,Other Nonferrous Metal Foundries (except Die-Casting),159,1141,45699,177059
331529f,331529,f,Other Nonferrous Metal Foundries (except Die-Casting),61,2298,107995,522382
331529g,331529,g,Other Nonferrous Metal Foundries (except Die-Casting),16,1921,100343,518780
331529h,331529,h,Other Nonferrous Metal Foundries (except Die-Casting),236,5360,254037,1218221
331529i,331529,i,Other Nonferrous Metal Foundries (except Die-Casting),16,5006,274554,1409461
332000a,332,a,Fabricated Metal Product Manufacturing,49881,1397764,74274788,343983597
332000b,332,b,Fabricated Metal Product Manufacturing,18525,35346,1631217,6015428
332000c,332,c,Fabricated Metal Product Manufacturing,9748,65379,2897292,9705441
332000d,332,d,Fabricated Metal Product Manufacturing,8456,115580,5565651,18396608
332000e,332,e,Fabricated Metal Product Manufacturing,36729,216305,10094160,34117477
332000f,332,f,Fabricated Metal Product Manufacturing,10148,404158,20966207,75234773
332000g,332,g,Fabricated Metal Product Manufacturing,2227,329632,17342604,79387761
332000h,332,h,Fabricated Metal Product Manufacturing,49104,950095,48402971,188740011
332000i,332,i,Fabricated Metal Product Manufacturing,777,447669,25871817,155243586
332100a,3321,a,Forging and Stamping,2092,105365,5742202,31288882
332100b,3321,b,Forging and Stamping,467,926,50231,246968
332100c,3321,c,Forging and Stamping,324,2194,100350,402239
332100d,3321,d,Forging and Stamping,349,4700,230105,911272
332100e,3321,e,Forging and Stamping,1140,7820,380686,1560479
332100f,3321,f,Forging and Stamping,608,26385,1356699,5454208
332100g,3321,g,Forging and Stamping,218,32035,1699242,9552333
332100h,3321,h,Forging and Stamping,1966,66240,3436627,16567020
332100i,3321,i,Forging and Stamping,126,39125,2305575,14721862
332110a,33211,a,Forging and Stamping,2092,105365,5742202,31288882
332110b,33211,b,Forging and Stamping,467,926,50231,246968
332110c,33211,c,Forging and Stamping,324,2194,100350,402239
332110d,33211,d,Forging and Stamping,349,4700,230105,911272
332110e,33211,e,Forging and Stamping,1140,7820,380686,1560479
332110f,33211,f,Forging and Stamping,608,26385,1356699,5454208
332110g,33211,g,Forging and Stamping,218,32035,1699242,9552333
332110h,33211,h,Forging and Stamping,1966,66240,3436627,16567020
332110i,33211,i,Forging and Stamping,126,39125,2305575,14721862
332111a,332111,a,Iron and Steel Forging,324,19681,1182274,7673973
332111b,332111,b,Iron and Steel Forging,119,202,8367,44615
332111c,332111,c,Iron and Steel Forging,49,330,12988,75164
332111d,332111,d,Iron and Steel Forging,36,466,20985,123583
332111e,332111,e,Iron and Steel Forging,204,998,42340,243362
332111f,332111,f,Iron and Steel Forging,51,2268,124518,666200
332111g,332111,g,Iron and Steel Forging,33,5738,339839,2024938
332111h,332111,h,Iron and Steel Forging,288,9004,506697,2934500
332111i,332111,i,Iron and Steel Forging,36,10677,675577,4739473
332112a,332112,a,Nonferrous Forging,50,6753,442638,2902557
332112b,332112,b,Nonferrous Forging,12,22,1183,6606
332112c,332112,c,Nonferrous Forging,4,27,1065,2988
332112d,332112,d,Nonferrous Forging,4,59,2926,12690
332112e,332112,e,Nonferrous Forging,20,108,5174,22284
332112f,332112,f,Nonferrous Forging,11,622,33966,166360
332112g,332112,g,Nonferrous Forging,6,623,34522,156782
332112h,332112,h,Nonferrous Forging,37,1353,73662,345426
332112i,332112,i,Nonferrous Forging,13,5400,368976,2557131
332114a,332114,a,Custom Roll Forming,344,18050,1000472,6821002
332114b,332114,b,Custom Roll Forming,55,119,6690,32897
332114c,332114,c,Custom Roll Forming,56,413,18808,76480
332114d,332114,d,Custom Roll Forming,72,978,47464,187771
332114e,332114,e,Custom Roll Forming,183,1510,72962,297148
332114f,332114,f,Custom Roll Forming,85,3519,195503,865104
332114g,332114,g,Custom Roll Forming,41,6375,353593,2888748
332114h,332114,h,Custom Roll Forming,309,11404,622058,4051000
332114i,332114,i,Custom Roll Forming,35,6646,378414,2770002
332117a,332117,a,Powder Metallurgy Part Manufacturing,114,9416,474092,2335674
332117b,332117,b,Powder Metallurgy Part Manufacturing,10,13,3442,21298
332117c,332117,c,Powder Metallurgy Part Manufacturing,13,86,6005,25646
332117d,332117,d,Powder Metallurgy Part Manufacturing,22,311,13991,51387
332117e,332117,e,Powder Metallurgy Part Manufacturing,45,410,23438,98331
332117f,332117,f,Powder Metallurgy Part Manufacturing,33,1388,61831,233846
332117g,332117,g,Powder Metallurgy Part Manufacturing,26,3589,172383,906593
332117h,332117,h,Powder Metallurgy Part Manufacturing,104,5387,257652,1238770
332117i,332117,i,Powder Metallurgy Part Manufacturing,10,4029,216440,1096904
332119a,332119,a,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",1288,51465,2642726,11555676
332119b,332119,b,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",271,570,30549,141552
332119c,332119,c,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",202,1338,61484,221961
332119d,332119,d,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",215,2886,144739,535841
332119e,332119,e,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",688,4794,236772,899354
332119f,332119,f,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",431,18588,940881,3522698
332119g,332119,g,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",117,15710,798905,3575272
332119h,332119,h,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",1236,39092,1976558,7997324
332119i,332119,i,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",52,12373,666168,3558352
332200a,3322,a,Cutlery and Handtool Manufacturing,1069,34319,1801523,9565709
332200b,3322,b,Cutlery and Handtool Manufacturing,424,799,34609,139461
332200c,3322,c,Cutlery and Handtool Manufacturing,190,1204,51512,171978
332200d,3322,d,Cutlery and Handtool Manufacturing,150,2013,93668,373935
332200e,3322,e,Cutlery and Handtool Manufacturing,764,4016,179789,685374
332200f,3322,f,Cutlery and Handtool Manufacturing,206,8551,407734,1559621
332200g,3322,g,Cutlery and Handtool Manufacturing,62,9603,480688,2108275
332200h,3322,h,Cutlery and Handtool Manufacturing,1032,22170,1068211,4353270
332200i,3322,i,Cutlery and Handtool Manufacturing,37,12149,733312,5212439
332210a,33221,a,Cutlery and Handtool Manufacturing,1069,34319,1801523,9565709
332210b,33221,b,Cutlery and Handtool Manufacturing,424,799,34609,139461
332210c,33221,c,Cutlery and Handtool Manufacturing,190,1204,51512,171978
332210d,33221,d,Cutlery and Handtool Manufacturing,150,2013,93668,373935
332210e,33221,e,Cutlery and Handtool Manufacturing,764,4016,179789,685374
332210f,33221,f,Cutlery and Handtool Manufacturing,206,8551,407734,1559621
332210g,33221,g,Cutlery and Handtool Manufacturing,62,9603,480688,2108275
332210h,33221,h,Cutlery and Handtool Manufacturing,1032,22170,1068211,4353270
332210i,33221,i,Cutlery and Handtool Manufacturing,37,12149,733312,5212439
332215a,332215,a,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",207,7430,388759,3248448
332215b,332215,b,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",103,170,5090,24238
332215c,332215,c,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",31,206,7300,27400
332215d,332215,d,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",20,276,10148,42074
332215e,332215,e,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",154,652,22538,93712
332215f,332215,f,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",27,1029,42438,167470
332215g,332215,g,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",14,2286,108029,525496
332215h,332215,h,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",195,3967,173005,786678
332215i,332215,i,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",12,3463,215754,2461770
